id,title,public_type,specific_type,decision,confidence,current_subjects,proposed_subjects,add,remove,taxonomy_gap,rationale,summary,source_path
snd,_snd,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Microstoria's 1996 album of understated, organic-sounding ambient electronics.",content/library/work/snd/index.md
a-little-noise-in-the-system,A Little Noise in the System,work,composition,change,medium,sound|feedback,sound,,feedback,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.","Pauline Oliveros piece documenting her early electronic work at UCSD, 1967-1970.",content/library/work/a-little-noise-in-the-system/index.md
a-selection-of-improvisations,A Selection of Improvisations (1989-2017),work,album,retain,high,sound|instruments,sound|instruments,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Hans Kulk's revised-edition compilation of nearly three decades of personal analog synthesizer improvisations.,content/library/work/a-selection-of-improvisations/index.md
a-thousand-plateaus,A Thousand Plateaus,work,book,retain,high,dynamics|form,dynamics|form,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Deleuze and Guattari's 1980 sequel to Anti-Oedipus, organized as non-hierarchical rhizome rather than linear argument.",content/library/work/a-thousand-plateaus/index.md
acrid-acme-of-p16d4,Acrid Acme (of) P16.D4,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","P16.D4's 1989 compilation across four sections of tape composition, concrète improvisation, and a direct Merzbow collaboration.",content/library/work/acrid-acme-of-p16d4/index.md
adnos,Adnos,work,album,retain,high,sound|time|perception,sound|time|perception,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Éliane Radigue's slowly unfolding drone cycle (Adnos I–III).,content/library/work/adnos/index.md
after-the-heat,After the Heat,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","The 1978 second collaborative album between Brian Eno and Cluster, credited to Eno Moebius Roedelius.",content/library/work/after-the-heat/index.md
ambiant-otaku,Ambiant Otaku,work,album,retain,high,sound|space,sound|space,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Tetsu Inoue's 1994 ambient album.,content/library/work/ambiant-otaku/index.md
music-for-airports,Ambient 1: Music for Airports,work,album,change,high,sound|space,perception|sound|space,perception,,,"Adds Perception because the record explicitly concerns sensation, listening, cognition, observation, or interpretation.","Brian Eno's 1978 album, the record that formally defined ambient music as sound to accommodate rather than demand attention.",content/library/work/music-for-airports/index.md
on-land,Ambient 4: On Land,work,album,retain,high,sound|space|memory,sound|space|memory,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Brian Eno's 1982 album of remembered and imagined landscapes, the fourth in his Ambient series.",content/library/work/on-land/index.md
an-approach-to-cybernetics,An Approach to Cybernetics,work,book,retain,high,cybernetics,cybernetics,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Gordon Pask's early introduction to cybernetics.,content/library/work/an-approach-to-cybernetics/index.md
anti-oedipus,Anti-Oedipus,work,book,retain,high,dynamics|form,dynamics|form,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Deleuze and Guattari's 1972 attack on psychoanalytic and structuralist accounts of desire, introducing schizoanalysis.",content/library/work/anti-oedipus/index.md
ask-the-ages,Ask the Ages,work,album,change,medium,sound|instruments|time,sound|instruments,,time,,"The record gives a live/recording context or ordinary musical chronology but does not make duration, rhythm, sequence, recurrence, or temporal structure a substantial concern.","Sonny Sharrock's 1991 album with Pharoah Sanders, Charnett Moffett, and Elvin Jones, produced by Bill Laswell.",content/library/work/ask-the-ages/index.md
autobahn,Autobahn,work,album,retain,high,sound|time,sound|time,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Kraftwerk's 1974 breakthrough album, its title track a US Top 5 hit that established the group's electronic concept-album approach.",content/library/work/autobahn/index.md
automatic-writing,Automatic Writing,work,album,change,medium,sound|time|language,perception|sound|language,perception,time,,"The record gives a live/recording context or ordinary musical chronology but does not make duration, rhythm, sequence, recurrence, or temporal structure a substantial concern.",Robert Ashley's 1979 album exploring involuntary speech and Tourette's syndrome through electronics.,content/library/work/automatic-writing/index.md
